"month","avg_wt","sum_wt","nobs"
2022-05-01,3413.38621498687,195781593.133002,57357
2022-06-01,3494.5102629513,195793915.522898,56029
2022-07-01,3501.47757396129,196114257.439998,56009
2022-08-01,3494.95861685897,195923885.102497,56059
2022-09-01,3505.52769951047,196197374.286202,55968
2022-10-01,3524.07905859535,196492076.070101,55757
2022-11-01,3561.68276834611,196875576.7031,55276
2022-12-01,3602.66252207571,197206143.795902,54739
2023-01-01,3654.06078630179,197797964.423302,54131
2023-02-01,3715.31814006155,198056179.410401,53308
2023-03-01,3673.47017806584,197974328.306502,53893
2023-04-01,3556.92860532776,198017772.387202,55671
2023-05-01,3588.28738325581,198206230.188901,55237
2023-06-01,3572.6232349295,198076950.014196,55443
2023-07-01,3540.24617299353,198324590.611097,56020
2023-08-01,3576.10711671351,198366661.764098,55470
2023-09-01,3575.07656785538,198491826.123899,55521
2023-10-01,3535.7582581198,199194012.987695,56337
2023-11-01,3612.2622222368,199255996.440804,55161
2023-12-01,3610.60350258951,199110340.753801,55146
2024-01-01,3661.16378174179,198716986.581599,54277
2024-02-01,3702.26555258337,199204100.322301,53806
2024-03-01,3717.89046985425,199252903.950899,53593
2024-04-01,3597.12312632435,199161916.1352,55367
2024-05-01,3616.00982363182,199347005.566998,55129
2024-06-01,3635.4172954777,199122711.5252,54773
2024-07-01,3623.69474917301,199582235.700202,55077
2024-08-01,3595.79855364022,199778971.841697,55559
2024-09-01,3625.60660586675,199923199.460704,55142
2024-10-01,3618.18757646327,200411409.860301,55390
2024-11-01,3622.91965257078,200329342.188901,55295
