"quarter","eu_2state","ue_2state","ur","mu","pi_eu_3state","pi_ue_3state","v","gdpc1"
1986-07-01,11.3750294194253,80.2079970705054,6.96666666666667,15.3666666666667,0.0129155043852677,0.0138648590158271,4655.58127366354,8872.601
1986-10-01,11.1625749707004,81.2381058615547,6.83333333333333,15.0666666666667,0.0129368500414497,0.0151763821611612,4735.61044718718,8920.193
1987-01-01,10.9712431302574,81.7479891599377,6.6,14.8333333333333,0.0127933440444188,0.014449599260655,4821.56000215271,8986.367
1987-04-01,10.7905973690145,82.7220360248036,6.26666666666667,14.8666666666667,0.012371037125,0.0144026970602846,5095.73929411622,9083.256
1987-07-01,10.7296052216606,83.2008813222471,6,14.2666666666667,0.0121699927998265,0.0137119757415871,5290.99017129226,9162.024
1987-10-01,10.5168777471557,84.0710726816543,5.83333333333333,14.0666666666667,0.0121866133484035,0.0134169236566129,5380.40728140226,9319.332
1988-01-01,10.2493588250747,84.3015838279601,5.7,14.1,0.0119547360869673,0.013656312765982,5212.75732520558,9367.502
1988-04-01,10.2007950265684,84.3319732299853,5.46666666666667,13.4,0.0117974333570095,0.0135197155445592,5313.24678738712,9490.594
1988-07-01,10.4834350428148,85.2669329922667,5.46666666666667,13.5333333333333,0.0120471157197849,0.0131499017609747,5289.2664387819,9546.206
1988-10-01,10.1320791360377,84.5808181831993,5.33333333333333,12.9666666666667,0.0113520139653969,0.0122222370489754,5351.73875705251,9673.405
1989-01-01,10.4671422297606,87.1914377131832,5.2,12.4333333333333,0.0121843863849298,0.0130373832163233,5172.48240086791,9771.725
1989-04-01,10.5633832925397,86.6717991871974,5.23333333333333,11.8666666666667,0.0119156599763871,0.0136708535381751,5121.5469069338,9846.293
1989-07-01,10.4477939610462,85.8586249990029,5.23333333333333,11.5666666666667,0.0122786710953182,0.0137642725509666,4960.41454739477,9919.228
1989-10-01,10.6201069510045,85.8471961572838,5.36666666666667,11.7333333333333,0.0127939294063912,0.0139200546373796,4977.21069436946,9938.767
1990-01-01,10.5219342658199,86.1435061562681,5.3,11.7,0.0128269452870463,0.0134883976864346,4805.87268657079,10047.386
1990-04-01,10.1755630788008,84.6864458382198,5.33333333333333,11.7,0.0121228453744319,0.0131394231675777,4555.03462241082,10083.855
1990-07-01,10.4485379666615,82.2617963092578,5.7,12.1666666666667,0.0125288327011419,0.0130530348741806,4312.76413436057,10090.569
1990-10-01,10.7911027943282,80.9420998967153,6.13333333333333,12.3666666666667,0.0133640011617127,0.0134283066197993,3752.41620736954,9998.704
1991-01-01,10.8399952178975,79.061360728591,6.6,12.6,0.0140386735662324,0.0143741389260847,3301.84942035142,9951.916
1991-04-01,10.7313560551858,78.2994729542774,6.83333333333333,13.3666666666667,0.0127008285560077,0.0136827915297965,3215.82628420067,10029.51
1991-07-01,10.6030101231546,77.3517341317376,6.86666666666667,13.9,0.0131231519461868,0.0140586993077327,3105.99011295914,10080.195
1991-10-01,10.3681295381547,74.6127359955441,7.1,14.8666666666667,0.0128674284201905,0.0136358337805788,3013.14464106633,10115.329
1992-01-01,9.89373378804821,72.4542741172189,7.36666666666667,16.6333333333333,0.0122207136710289,0.0132806600111717,3021.78776980922,10236.435
1992-04-01,10.1608325628398,71.2506988504098,7.6,17.8,0.0127076862812626,0.0140422946698701,3103.43628192747,10347.429
1992-07-01,10.1321541807433,74.1270965333774,7.63333333333333,18.0666666666667,0.0128007350530116,0.0141575926713429,3105.6488295649,10449.673
1992-10-01,9.63368530601878,72.065188797126,7.36666666666667,18.6,0.0121785982889103,0.0138818418523331,3195.33912697915,10558.648
1993-01-01,10.0252447329748,75.3575732423345,7.13333333333333,18.0333333333333,0.0121827194672939,0.0135784888381558,3230.56302410968,10576.275
1993-04-01,9.74678374810294,74.6577234980475,7.06666666666667,17.6333333333333,0.0122569854630986,0.0138750461976467,3317.32486747727,10637.847
